sequence_names, nt_proportion0, nt_proportion1, nt_proportion2, nt_proportion3, dinucleotide_proportion0, dinucleotide_proportion1, dinucleotide_proportion2, dinucleotide_proportion3, dinucleotide_proportion4, dinucleotide_proportion5, dinucleotide_proportion6, dinucleotide_proportion7, dinucleotide_proportion8, dinucleotide_proportion9, dinucleotide_proportion10, dinucleotide_proportion11, dinucleotide_proportion12, dinucleotide_proportion13, dinucleotide_proportion14, dinucleotide_proportion15, gc_content, gc_ratio, sequence_length, bp_number, dP, bp_proportion0, bp_proportion1, bp_proportion2, bp_proportion_stem0, bp_proportion_stem1, bp_proportion_stem2, triplets0, triplets1, triplets2, triplets3, triplets4, triplets5, triplets6, triplets7, triplets8, triplets9, triplets10, triplets11, triplets12, triplets13, triplets14, triplets15, triplets16, triplets17, triplets18, triplets19, triplets20, triplets21, triplets22, triplets23, triplets24, triplets25, triplets26, triplets27, triplets28, triplets29, triplets30, triplets31, mfe, efe, ensemble_frequency, diversity, mfe_efe_difference, dQ, dG, mfei1, mfei2, mfei4
ebv-mir-BART13 MI0003735, 0.174419, 0.232558, 0.313953, 0.279070, 0.023529, 0.082353, 0.035294, 0.035294, 0.035294, 0.035294, 0.082353, 0.082353, 0.070588, 0.070588, 0.094118, 0.070588, 0.047059, 0.047059, 0.105882, 0.082353, 0.546512, 1.350000, 86.000000, 30.000000, 0.348837, 0.333333, 0.500000, 0.166667, 0.111111, 0.166667, 0.055556, 0.064935, 0.090909, 0.155844, 0.090909, 0.051948, 0.051948, 0.064935, 0.000000, 0.051948, 0.038961, 0.051948, 0.012987, 0.012987, 0.000000, 0.000000, 0.012987, 0.000000, 0.051948, 0.025974, 0.090909, 0.000000, 0.000000, 0.012987, 0.000000, 0.000000, 0.000000, 0.012987, 0.012987, 0.000000, 0.025974, 0.000000, 0.012987, -30.100000, -32.460000, 0.021658, 8.390000, 0.027442, 0.214228, -0.350000, -0.640426, -0.116667, -1.003333
mdv2-mir-M32 MI0012487, 0.184615, 0.261538, 0.307692, 0.246154, 0.015625, 0.062500, 0.046875, 0.062500, 0.015625, 0.046875, 0.125000, 0.078125, 0.093750, 0.062500, 0.093750, 0.046875, 0.062500, 0.078125, 0.046875, 0.062500, 0.569231, 1.176471, 65.000000, 24.000000, 0.369231, 0.291667, 0.458333, 0.250000, 0.097222, 0.152778, 0.083333, 0.052632, 0.070175, 0.157895, 0.140351, 0.052632, 0.052632, 0.052632, 0.017544, 0.035088, 0.087719, 0.000000, 0.017544, 0.017544, 0.000000, 0.017544, 0.000000, 0.017544, 0.052632, 0.052632, 0.052632, 0.000000, 0.000000, 0.000000, 0.000000, 0.017544, 0.000000, 0.017544, 0.000000, 0.000000, 0.017544, 0.000000, 0.000000, -22.600000, -22.850000, 0.668694, 1.050000, 0.003846, 0.033279, -0.347692, -0.610811, -0.115897, -0.941667
mdv2-mir-M17 MI0005885, 0.173333, 0.333333, 0.333333, 0.160000, 0.013514, 0.081081, 0.067568, 0.000000, 0.054054, 0.108108, 0.135135, 0.040541, 0.081081, 0.054054, 0.121622, 0.081081, 0.027027, 0.094595, 0.013514, 0.027027, 0.666667, 1.000000, 75.000000, 23.000000, 0.306667, 0.260870, 0.652174, 0.086957, 0.065217, 0.163043, 0.021739, 0.063492, 0.158730, 0.174603, 0.079365, 0.031746, 0.047619, 0.031746, 0.000000, 0.031746, 0.015873, 0.000000, 0.015873, 0.015873, 0.015873, 0.015873, 0.000000, 0.000000, 0.031746, 0.047619, 0.015873, 0.000000, 0.000000, 0.000000, 0.000000, 0.015873, 0.015873, 0.000000, 0.000000, 0.015873, 0.079365, 0.063492, 0.015873, -38.700000, -39.280000, 0.390952, 2.670000, 0.007733, 0.109583, -0.516000, -0.774000, -0.129000, -1.682609
ebv-mir-BART21 MI0010627, 0.210526, 0.223684, 0.289474, 0.276316, 0.040000, 0.080000, 0.066667, 0.026667, 0.066667, 0.053333, 0.026667, 0.066667, 0.026667, 0.053333, 0.093333, 0.120000, 0.080000, 0.040000, 0.093333, 0.066667, 0.513158, 1.294118, 76.000000, 28.000000, 0.368421, 0.357143, 0.464286, 0.178571, 0.119048, 0.154762, 0.059524, 0.125000, 0.125000, 0.187500, 0.187500, 0.031250, 0.000000, 0.046875, 0.015625, 0.015625, 0.015625, 0.000000, 0.000000, 0.015625, 0.000000, 0.015625, 0.031250, 0.000000, 0.046875, 0.015625, 0.031250, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.015625, 0.015625, 0.031250, 0.015625, 0.015625, 0.000000, 0.000000, -40.600000, -40.860000, 0.657291, 2.050000, 0.003421, 0.076423, -0.534211, -1.041026, -0.178070, -1.450000
ebv-mir-BART14 MI0003736, 0.247059, 0.223529, 0.294118, 0.235294, 0.059524, 0.059524, 0.047619, 0.083333, 0.035714, 0.059524, 0.071429, 0.059524, 0.047619, 0.083333, 0.095238, 0.059524, 0.107143, 0.011905, 0.083333, 0.035714, 0.517647, 1.315789, 85.000000, 31.000000, 0.364706, 0.322581, 0.580645, 0.096774, 0.064516, 0.116129, 0.019355, 0.126761, 0.126761, 0.169014, 0.140845, 0.000000, 0.028169, 0.056338, 0.028169, 0.028169, 0.014085, 0.042254, 0.014085, 0.014085, 0.000000, 0.014085, 0.014085, 0.000000, 0.056338, 0.056338, 0.000000, 0.000000, 0.028169, 0.000000, 0.000000, 0.028169, 0.000000, 0.000000, 0.014085, 0.000000, 0.000000, 0.000000, 0.000000, -36.300000, -36.910000, 0.370310, 3.640000, 0.007176, 0.119735, -0.427059, -0.825000, -0.085412, -1.170968
mdv2-mir-M30 MI0005898, 0.171429, 0.328571, 0.328571, 0.171429, 0.014493, 0.086957, 0.072464, 0.000000, 0.086957, 0.043478, 0.101449, 0.101449, 0.072464, 0.115942, 0.072464, 0.057971, 0.000000, 0.072464, 0.086957, 0.014493, 0.657143, 1.000000, 70.000000, 26.000000, 0.371429, 0.269231, 0.692308, 0.038462, 0.089744, 0.230769, 0.012821, 0.088235, 0.176471, 0.176471, 0.088235, 0.000000, 0.029412, 0.044118, 0.029412, 0.014706, 0.000000, 0.029412, 0.014706, 0.000000, 0.029412, 0.000000, 0.014706, 0.014706, 0.058824, 0.044118, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.014706, 0.014706, 0.014706, 0.014706, 0.044118, 0.014706, 0.014706, 0.014706, -41.500000, -41.850000, 0.567030, 1.290000, 0.005000, 0.042785, -0.592857, -0.902174, -0.197619, -1.596154
prv-mir-LLT2 MI0022073, 0.162500, 0.300000, 0.375000, 0.162500, 0.012658, 0.037975, 0.075949, 0.037975, 0.063291, 0.075949, 0.126582, 0.037975, 0.088608, 0.101266, 0.126582, 0.050633, 0.000000, 0.075949, 0.050633, 0.037975, 0.675000, 1.250000, 80.000000, 27.000000, 0.337500, 0.185185, 0.629630, 0.185185, 0.061728, 0.209877, 0.061728, 0.061538, 0.215385, 0.261538, 0.107692, 0.000000, 0.015385, 0.046154, 0.015385, 0.015385, 0.000000, 0.000000, 0.015385, 0.000000, 0.030769, 0.015385, 0.000000, 0.015385, 0.015385, 0.015385, 0.030769, 0.000000, 0.000000, 0.000000, 0.000000, 0.046154, 0.000000, 0.000000, 0.000000, 0.015385, 0.046154, 0.015385, 0.000000, -43.400000, -44.210000, 0.267147, 2.240000, 0.010125, 0.081224, -0.542500, -0.803704, -0.180833, -1.607407
prv-mir-LLT3 MI0022074, 0.168831, 0.376623, 0.337662, 0.116883, 0.000000, 0.118421, 0.052632, 0.000000, 0.105263, 0.092105, 0.118421, 0.052632, 0.052632, 0.118421, 0.131579, 0.039474, 0.013158, 0.052632, 0.026316, 0.026316, 0.714286, 0.896552, 77.000000, 24.000000, 0.311688, 0.083333, 0.833333, 0.083333, 0.041667, 0.416667, 0.041667, 0.032787, 0.098361, 0.114754, 0.049180, 0.000000, 0.098361, 0.081967, 0.016393, 0.131148, 0.049180, 0.049180, 0.016393, 0.016393, 0.000000, 0.000000, 0.000000, 0.000000, 0.081967, 0.098361, 0.000000, 0.000000, 0.032787, 0.032787, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -34.000000, -34.920000, 0.226559, 9.380000, 0.011948, 0.307146, -0.441558, -0.618182, -0.220779, -1.416667
bfv-miR-BF1 MI0030366, 0.267857, 0.250000, 0.285714, 0.196429, 0.072727, 0.000000, 0.127273, 0.072727, 0.054545, 0.072727, 0.036364, 0.072727, 0.090909, 0.090909, 0.090909, 0.018182, 0.054545, 0.090909, 0.036364, 0.018182, 0.535714, 1.142857, 56.000000, 18.000000, 0.321429, 0.444444, 0.500000, 0.055556, 0.148148, 0.166667, 0.018519, 0.045455, 0.204545, 0.181818, 0.068182, 0.045455, 0.000000, 0.045455, 0.045455, 0.045455, 0.000000, 0.000000, 0.000000, 0.000000, 0.022727, 0.045455, 0.022727, 0.068182, 0.000000, 0.000000, 0.045455, 0.000000, 0.000000, 0.000000, 0.000000, 0.022727, 0.022727, 0.022727, 0.000000, 0.000000, 0.045455, 0.000000, 0.000000, -20.700000, -21.680000, 0.203759, 3.200000, 0.017500, 0.127286, -0.369643, -0.690000, -0.123214, -1.150000
iltv-mir-I1 MI0012481, 0.200000, 0.242857, 0.271429, 0.285714, 0.043478, 0.028986, 0.057971, 0.072464, 0.057971, 0.072464, 0.028986, 0.086957, 0.101449, 0.043478, 0.086957, 0.028986, 0.000000, 0.086957, 0.101449, 0.101449, 0.514286, 1.117647, 70.000000, 22.000000, 0.314286, 0.454545, 0.500000, 0.045455, 0.151515, 0.166667, 0.015152, 0.133333, 0.083333, 0.116667, 0.133333, 0.016667, 0.066667, 0.016667, 0.016667, 0.000000, 0.000000, 0.033333, 0.033333, 0.016667, 0.000000, 0.000000, 0.050000, 0.000000, 0.033333, 0.066667, 0.016667, 0.000000, 0.000000, 0.000000, 0.000000, 0.016667, 0.016667, 0.000000, 0.033333, 0.016667, 0.050000, 0.033333, 0.000000, -29.600000, -30.240000, 0.353079, 2.260000, 0.009143, 0.095155, -0.422857, -0.822222, -0.140952, -1.345455
hsv1-mir-H1 MI0004730, 0.197674, 0.372093, 0.302326, 0.127907, 0.047059, 0.070588, 0.047059, 0.035294, 0.035294, 0.223529, 0.058824, 0.058824, 0.094118, 0.023529, 0.152941, 0.023529, 0.023529, 0.047059, 0.047059, 0.011765, 0.674419, 0.812500, 86.000000, 25.000000, 0.290698, 0.160000, 0.800000, 0.040000, 0.053333, 0.266667, 0.013333, 0.049180, 0.180328, 0.163934, 0.065574, 0.016393, 0.032787, 0.098361, 0.000000, 0.032787, 0.016393, 0.000000, 0.000000, 0.049180, 0.016393, 0.016393, 0.016393, 0.000000, 0.081967, 0.049180, 0.016393, 0.000000, 0.000000, 0.000000, 0.000000, 0.032787, 0.049180, 0.016393, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -42.600000, -44.140000, 0.082667, 12.530000, 0.017907, 0.419092, -0.495349, -0.734483, -0.165116, -1.704000
mdv1-mir-M4 MI0005096, 0.227273, 0.227273, 0.242424, 0.303030, 0.061538, 0.076923, 0.030769, 0.061538, 0.046154, 0.061538, 0.061538, 0.061538, 0.092308, 0.030769, 0.046154, 0.076923, 0.030769, 0.061538, 0.092308, 0.107692, 0.469697, 1.066667, 66.000000, 25.000000, 0.378788, 0.440000, 0.480000, 0.080000, 0.110000, 0.120000, 0.020000, 0.152542, 0.152542, 0.135593, 0.135593, 0.016949, 0.016949, 0.033898, 0.033898, 0.000000, 0.016949, 0.000000, 0.016949, 0.000000, 0.000000, 0.016949, 0.050847, 0.016949, 0.016949, 0.033898, 0.033898, 0.000000, 0.000000, 0.000000, 0.000000, 0.033898, 0.033898, 0.000000, 0.000000, 0.016949, 0.000000, 0.000000, 0.033898, -24.900000, -26.750000, 0.049685, 7.650000, 0.028030, 0.278264, -0.377273, -0.803226, -0.094318, -0.996000
mdv1-mir-M3 MI0005095, 0.271429, 0.185714, 0.257143, 0.285714, 0.130435, 0.028986, 0.043478, 0.072464, 0.043478, 0.043478, 0.028986, 0.072464, 0.057971, 0.057971, 0.086957, 0.057971, 0.043478, 0.057971, 0.086957, 0.086957, 0.442857, 1.384615, 70.000000, 28.000000, 0.400000, 0.392857, 0.428571, 0.178571, 0.130952, 0.142857, 0.059524, 0.118644, 0.084746, 0.220339, 0.220339, 0.033898, 0.084746, 0.000000, 0.000000, 0.050847, 0.016949, 0.000000, 0.050847, 0.000000, 0.000000, 0.000000, 0.000000, 0.016949, 0.033898, 0.050847, 0.016949, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -29.100000, -30.740000, 0.070174, 8.090000, 0.023429, 0.275476, -0.415714, -0.938710, -0.138571, -1.039286
blv-mir-B1 MI0022561, 0.196429, 0.214286, 0.321429, 0.267857, 0.018182, 0.054545, 0.109091, 0.018182, 0.090909, 0.036364, 0.000000, 0.090909, 0.018182, 0.072727, 0.090909, 0.145455, 0.054545, 0.054545, 0.127273, 0.018182, 0.535714, 1.500000, 56.000000, 22.000000, 0.392857, 0.363636, 0.500000, 0.136364, 0.181818, 0.250000, 0.068182, 0.116279, 0.232558, 0.325581, 0.209302, 0.000000, 0.023256, 0.000000, 0.023256, 0.023256, 0.000000, 0.000000, 0.000000, 0.000000, 0.023256, 0.000000, 0.000000, 0.023256, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -36.200000, -36.990000, 0.276913, 2.210000, 0.014107, 0.095209, -0.646429, -1.206667, -0.323214, -1.645455
mdv1-mir-M31 MI0008337, 0.202899, 0.246377, 0.289855, 0.260870, 0.029412, 0.044118, 0.073529, 0.044118, 0.088235, 0.029412, 0.029412, 0.102941, 0.058824, 0.102941, 0.044118, 0.088235, 0.029412, 0.073529, 0.147059, 0.014706, 0.536232, 1.176471, 69.000000, 24.000000, 0.347826, 0.333333, 0.583333, 0.083333, 0.111111, 0.194444, 0.027778, 0.074074, 0.166667, 0.203704, 0.111111, 0.018519, 0.074074, 0.018519, 0.000000, 0.055556, 0.018519, 0.000000, 0.037037, 0.018519, 0.000000, 0.000000, 0.018519, 0.018519, 0.000000, 0.055556, 0.037037, 0.000000, 0.018519, 0.018519, 0.000000, 0.000000, 0.000000, 0.018519, 0.018519, 0.000000, 0.000000, 0.000000, 0.000000, -30.300000, -31.360000, 0.178104, 2.480000, 0.015362, 0.092357, -0.439130, -0.818919, -0.146377, -1.262500
hbv-mir-B19 MI0026323, 0.062500, 0.390625, 0.359375, 0.187500, 0.000000, 0.031746, 0.000000, 0.031746, 0.015873, 0.126984, 0.174603, 0.079365, 0.031746, 0.126984, 0.142857, 0.047619, 0.015873, 0.111111, 0.047619, 0.015873, 0.750000, 0.920000, 64.000000, 24.000000, 0.375000, 0.166667, 0.625000, 0.208333, 0.055556, 0.208333, 0.069444, 0.056604, 0.188679, 0.283019, 0.113208, 0.000000, 0.037736, 0.037736, 0.037736, 0.000000, 0.075472, 0.018868, 0.000000, 0.000000, 0.018868, 0.000000, 0.000000, 0.018868, 0.037736, 0.037736, 0.018868, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.018868, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -32.800000, -33.830000, 0.189235, 6.070000, 0.016094, 0.258156, -0.512500, -0.683333, -0.170833, -1.366667
hbv-mir-B4 MI0011556, 0.050633, 0.367089, 0.481013, 0.101266, 0.000000, 0.038462, 0.000000, 0.012821, 0.012821, 0.153846, 0.166667, 0.025641, 0.025641, 0.153846, 0.269231, 0.038462, 0.012821, 0.025641, 0.038462, 0.025641, 0.848101, 1.310345, 79.000000, 31.000000, 0.392405, 0.096774, 0.806452, 0.096774, 0.019355, 0.161290, 0.019355, 0.014286, 0.214286, 0.271429, 0.071429, 0.028571, 0.057143, 0.042857, 0.000000, 0.000000, 0.014286, 0.057143, 0.028571, 0.000000, 0.014286, 0.014286, 0.000000, 0.000000, 0.057143, 0.057143, 0.014286, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.028571, 0.000000, 0.000000, 0.000000, 0.014286, 0.000000, -56.600000, -57.060000, 0.476701, 9.720000, 0.005823, 0.283081, -0.716456, -0.844776, -0.143291, -1.825806
dev-mir-D24 MI0023603, 0.268657, 0.208955, 0.194030, 0.328358, 0.060606, 0.045455, 0.030303, 0.136364, 0.045455, 0.045455, 0.060606, 0.045455, 0.045455, 0.060606, 0.045455, 0.045455, 0.121212, 0.060606, 0.045455, 0.106061, 0.402985, 0.928571, 67.000000, 26.000000, 0.388060, 0.576923, 0.384615, 0.038462, 0.288462, 0.192308, 0.019231, 0.237288, 0.135593, 0.135593, 0.237288, 0.000000, 0.000000, 0.050847, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.033898, 0.000000, 0.016949, 0.000000, 0.033898, 0.000000, 0.016949, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.016949, 0.000000, 0.033898, 0.016949, 0.000000, 0.016949, 0.016949, -36.000000, -36.640000, 0.355201, 1.900000, 0.009552, 0.059704, -0.537313, -1.333333, -0.268657, -1.384615
iltv-mir-I6 MI0012486, 0.142857, 0.314286, 0.257143, 0.285714, 0.014493, 0.043478, 0.057971, 0.028986, 0.057971, 0.086957, 0.057971, 0.101449, 0.057971, 0.028986, 0.057971, 0.115942, 0.014493, 0.159420, 0.086957, 0.028986, 0.571429, 0.818182, 70.000000, 25.000000, 0.357143, 0.360000, 0.640000, 0.000000, 0.120000, 0.213333, 0.000000, 0.096774, 0.145161, 0.112903, 0.112903, 0.048387, 0.032258, 0.064516, 0.000000, 0.000000, 0.016129, 0.000000, 0.064516, 0.000000, 0.000000, 0.032258, 0.048387, 0.000000, 0.064516, 0.048387, 0.016129, 0.000000, 0.000000, 0.016129, 0.000000, 0.016129, 0.048387, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.016129, -30.800000, -31.290000, 0.451190, 2.210000, 0.007000, 0.081125, -0.440000, -0.770000, -0.146667, -1.232000
hsv2-mir-H9 MI0013559, 0.140625, 0.312500, 0.328125, 0.218750, 0.015873, 0.015873, 0.095238, 0.015873, 0.031746, 0.095238, 0.111111, 0.079365, 0.095238, 0.015873, 0.095238, 0.111111, 0.000000, 0.174603, 0.031746, 0.015873, 0.640625, 1.050000, 64.000000, 25.000000, 0.390625, 0.240000, 0.640000, 0.120000, 0.060000, 0.160000, 0.030000, 0.107143, 0.125000, 0.178571, 0.125000, 0.000000, 0.053571, 0.071429, 0.017857, 0.000000, 0.017857, 0.017857, 0.071429, 0.017857, 0.017857, 0.000000, 0.000000, 0.000000, 0.071429, 0.053571, 0.017857, 0.000000, 0.000000, 0.000000, 0.000000, 0.017857, 0.017857, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -36.000000, -36.400000, 0.526093, 3.910000, 0.006250, 0.140604, -0.562500, -0.878049, -0.140625, -1.440000
iltv-mir-I5 MI0012485, 0.214286, 0.242857, 0.300000, 0.242857, 0.028986, 0.043478, 0.115942, 0.028986, 0.028986, 0.043478, 0.086957, 0.086957, 0.159420, 0.028986, 0.043478, 0.057971, 0.000000, 0.130435, 0.057971, 0.057971, 0.542857, 1.235294, 70.000000, 27.000000, 0.385714, 0.444444, 0.444444, 0.111111, 0.148148, 0.148148, 0.037037, 0.172414, 0.155172, 0.189655, 0.206897, 0.017241, 0.017241, 0.034483, 0.017241, 0.000000, 0.017241, 0.000000, 0.017241, 0.017241, 0.017241, 0.017241, 0.000000, 0.017241, 0.034483, 0.017241, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.034483, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -40.000000, -40.130000, 0.809038, 0.460000, 0.001857, 0.014849, -0.571429, -1.052632, -0.190476, -1.481481
prv-mir-LLT12 MI0033053, 0.145631, 0.349515, 0.271845, 0.233010, 0.029412, 0.049020, 0.019608, 0.049020, 0.058824, 0.147059, 0.088235, 0.049020, 0.049020, 0.049020, 0.068627, 0.107843, 0.009804, 0.107843, 0.088235, 0.029412, 0.621359, 0.777778, 103.000000, 37.000000, 0.359223, 0.270270, 0.621622, 0.108108, 0.067568, 0.155405, 0.027027, 0.043011, 0.107527, 0.118280, 0.075269, 0.043011, 0.064516, 0.064516, 0.032258, 0.043011, 0.053763, 0.000000, 0.064516, 0.010753, 0.021505, 0.000000, 0.010753, 0.021505, 0.053763, 0.086022, 0.043011, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.032258, 0.000000, 0.010753, 0.000000, 0.000000, 0.000000, 0.000000, -38.400000, -39.250000, 0.250055, 6.260000, 0.008252, 0.144362, -0.372816, -0.600000, -0.093204, -1.037838
dev-mir-D14 MI0023593, 0.215190, 0.151899, 0.202532, 0.430380, 0.038462, 0.051282, 0.025641, 0.089744, 0.025641, 0.025641, 0.038462, 0.064103, 0.064103, 0.038462, 0.038462, 0.064103, 0.089744, 0.038462, 0.102564, 0.205128, 0.354430, 1.333333, 79.000000, 26.000000, 0.329114, 0.538462, 0.230769, 0.230769, 0.179487, 0.076923, 0.076923, 0.098592, 0.056338, 0.126761, 0.140845, 0.042254, 0.028169, 0.000000, 0.070423, 0.000000, 0.014085, 0.014085, 0.056338, 0.000000, 0.042254, 0.000000, 0.014085, 0.042254, 0.000000, 0.042254, 0.056338, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.056338, 0.000000, 0.000000, 0.042254, 0.056338, -14.700000, -16.110000, 0.102273, 7.120000, 0.017848, 0.240361, -0.186076, -0.525000, -0.062025, -0.565385
dev-mir-D19 MI0023598, 0.176471, 0.078431, 0.431373, 0.313725, 0.040000, 0.000000, 0.060000, 0.080000, 0.000000, 0.020000, 0.040000, 0.020000, 0.120000, 0.040000, 0.200000, 0.080000, 0.020000, 0.020000, 0.120000, 0.140000, 0.509804, 5.500000, 51.000000, 17.000000, 0.333333, 0.352941, 0.176471, 0.470588, 0.117647, 0.058824, 0.156863, 0.111111, 0.055556, 0.194444, 0.250000, 0.027778, 0.000000, 0.027778, 0.055556, 0.000000, 0.000000, 0.055556, 0.000000, 0.000000, 0.000000, 0.055556, 0.000000, 0.027778, 0.027778, 0.027778, 0.027778, 0.000000, 0.000000, 0.000000, 0.000000, 0.027778, 0.000000, 0.027778, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -12.900000, -13.690000, 0.278644, 4.740000, 0.015490, 0.255258, -0.252941, -0.496154, -0.084314, -0.758824
mdv2-mir-M18 MI0005886, 0.208333, 0.208333, 0.291667, 0.291667, 0.056338, 0.028169, 0.056338, 0.070423, 0.070423, 0.028169, 0.056338, 0.056338, 0.070423, 0.098592, 0.042254, 0.084507, 0.014085, 0.056338, 0.126761, 0.084507, 0.500000, 1.400000, 72.000000, 22.000000, 0.305556, 0.409091, 0.500000, 0.090909, 0.204545, 0.250000, 0.045455, 0.160714, 0.125000, 0.125000, 0.160714, 0.000000, 0.071429, 0.017857, 0.000000, 0.000000, 0.000000, 0.017857, 0.035714, 0.035714, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.071429, 0.017857, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.035714, 0.000000, 0.053571, 0.017857, 0.017857, 0.035714, -32.300000, -34.360000, 0.035111, 6.580000, 0.028611, 0.243503, -0.448611, -0.897222, -0.224306, -1.468182
ebv-mir-BART22 MI0010628, 0.253521, 0.225352, 0.267606, 0.253521, 0.042857, 0.100000, 0.100000, 0.014286, 0.085714, 0.057143, 0.014286, 0.057143, 0.057143, 0.014286, 0.057143, 0.142857, 0.071429, 0.057143, 0.085714, 0.042857, 0.492958, 1.187500, 71.000000, 29.000000, 0.408451, 0.482759, 0.413793, 0.103448, 0.160920, 0.137931, 0.034483, 0.156250, 0.140625, 0.156250, 0.140625, 0.046875, 0.015625, 0.031250, 0.031250, 0.015625, 0.031250, 0.031250, 0.015625, 0.031250, 0.000000, 0.000000, 0.000000, 0.000000, 0.015625, 0.031250, 0.078125, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.031250, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -34.200000, -34.630000, 0.498322, 1.980000, 0.006056, 0.060773, -0.481690, -0.977143, -0.160563, -1.179310
hsv2-mir-H7 MI0013558, 0.169231, 0.307692, 0.307692, 0.215385, 0.078125, 0.031250, 0.046875, 0.015625, 0.015625, 0.156250, 0.062500, 0.062500, 0.062500, 0.015625, 0.140625, 0.093750, 0.015625, 0.109375, 0.046875, 0.046875, 0.615385, 1.000000, 65.000000, 24.000000, 0.369231, 0.291667, 0.666667, 0.041667, 0.097222, 0.222222, 0.013889, 0.089286, 0.178571, 0.196429, 0.107143, 0.017857, 0.017857, 0.035714, 0.017857, 0.017857, 0.035714, 0.000000, 0.017857, 0.017857, 0.017857, 0.000000, 0.017857, 0.017857, 0.035714, 0.017857, 0.017857, 0.000000, 0.017857, 0.017857, 0.000000, 0.017857, 0.000000, 0.017857, 0.017857, 0.017857, 0.000000, 0.000000, 0.017857, -37.000000, -37.730000, 0.304523, 2.700000, 0.011231, 0.102986, -0.569231, -0.925000, -0.189744, -1.541667
ebv-mir-BART9 MI0003731, 0.241379, 0.206897, 0.241379, 0.310345, 0.069767, 0.093023, 0.034884, 0.046512, 0.058140, 0.046512, 0.011628, 0.093023, 0.058140, 0.023256, 0.058140, 0.093023, 0.058140, 0.034884, 0.139535, 0.081395, 0.448276, 1.166667, 87.000000, 29.000000, 0.333333, 0.448276, 0.517241, 0.034483, 0.089655, 0.103448, 0.006897, 0.111111, 0.111111, 0.097222, 0.125000, 0.055556, 0.055556, 0.013889, 0.027778, 0.000000, 0.027778, 0.000000, 0.055556, 0.013889, 0.000000, 0.027778, 0.027778, 0.013889, 0.013889, 0.083333, 0.041667, 0.000000, 0.000000, 0.000000, 0.000000, 0.027778, 0.000000, 0.013889, 0.027778, 0.027778, 0.000000, 0.000000, 0.000000, -32.400000, -33.100000, 0.319086, 2.510000, 0.008046, 0.080437, -0.372414, -0.830769, -0.074483, -1.117241
prv-mir-LLT4 MI0022075, 0.177215, 0.240506, 0.354430, 0.227848, 0.064103, 0.012821, 0.076923, 0.025641, 0.064103, 0.051282, 0.089744, 0.038462, 0.038462, 0.141026, 0.076923, 0.089744, 0.012821, 0.038462, 0.102564, 0.076923, 0.594937, 1.473684, 79.000000, 27.000000, 0.341772, 0.370370, 0.555556, 0.074074, 0.123457, 0.185185, 0.024691, 0.163934, 0.114754, 0.147541, 0.163934, 0.000000, 0.098361, 0.032787, 0.000000, 0.000000, 0.032787, 0.049180, 0.016393, 0.016393, 0.016393, 0.000000, 0.000000, 0.000000, 0.032787, 0.065574, 0.016393, 0.000000, 0.000000, 0.000000, 0.000000, 0.016393, 0.000000, 0.000000, 0.000000, 0.016393, 0.000000, 0.000000, 0.000000, -39.500000, -40.690000, 0.144789, 4.360000, 0.015063, 0.181680, -0.500000, -0.840426, -0.166667, -1.462963
